Enabled for Storefront,เปิดใช้งานสำหรับหน้าร้าน,module,Magento_Backend
Enable Single-Store Mode,เปิดใช้งานโหมดร้านเดียว,module,Magento_Backend
Translate Inline,แปลในบรรทัด,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,โปรดแก้ไขการกำหนดค่าและลองอีกครั้ง Id ของคุณไม่ว่างเปล่า,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,โปรดยืนยันข้อมูลทั้งหมดที่ยังไม่ได้บันทึกไว้,module,Magento_Backend
Guest,ผู้ใช้ทั่วไป,module,Magento_Backend
Admin,ผู้ดูแลระบบ,module,Magento_Backend
Use Secure URLs in Admin,ผู้ดูแลระบบใช้ URL ที่ปลอดภัย,module,Magento_Backend
Developer,ผู้พัฒนา,module,Magento_Backend
Dashboard,แผงควบคุม,module,Magento_Backend
Port (25),พอร์ต (25),module,Magento_Backend
Add Design Change,เพิ่มการออกแบบ,module,Magento_Backend
Add Secret Key to URLs,เพิ่มคีย์ลับไปยัง URL,module,Magento_Backend
Add Block Names to Hints,เพิ่มชื่อที่ถูกบล็อกให้เป็นคำแนะนำ,module,Magento_Backend
Add Store Code to Urls,เพิ่มรหัสร้านค้าลงใน URL,module,Magento_Backend
Add New Image,เพิ่มรูปภาพใหม่,module,Magento_Backend
Add New,เพิ่มใหม่,module,Magento_Backend
Pagination Frame,เฟรมการแบ่งหน้า,module,Magento_Backend
All Files,แฟ้มทั้งหมด,module,Magento_Backend
Preprocessed view files and static files,ไฟล์ข้อมูลพร็อพเพอร์ตี้และไฟล์แบบสแตติก,module,Magento_Backend
Pregenerated product images files,ไฟล์ภาพสินค้าที่เตรียมไว้ล่วงหน้า,module,Magento_Backend
Interface Locale,ภาษาของอินเตอร์เฟซ,module,Magento_Backend
Tax,ภาษี,module,Magento_Backend
Region/State,ภูมิภาค,module,Magento_Backend
Changes have been made to this section that have not been saved.,มีการเปลี่ยนแปลงในส่วนนี้ซึ่งยังไม่ได้บันทึก,module,Magento_Backend
Store View,ร้านค้า,module,Magento_Backend
Store View:,มุมมองร้านค้า:,module,Magento_Backend
All Store Views,มุมมองร้านค้าทั้งหมด,module,Magento_Backend
An inactive store view cannot be saved as default store view,มุมมองร้านค้าที่ไม่ได้ใช้งานไม่สามารถบันทึกเป็นมุมมองเริ่มต้นได้,module,Magento_Backend
Default Store View,มุมมองร้านค้าเริ่มต้น,module,Magento_Backend
Customer View,มุมมองลูกค้า,module,Magento_Backend
City,เมือง,module,Magento_Backend
No,ไม่,module,Magento_Backend
Export block for grid %1 is not defined,ไม่ได้กำหนดการส่งออกกริดสำหรับ %1,module,Magento_Backend
Invalid Form Key. Please refresh the page.,รูปแบบคีย์ไม่โปรดรีเฟรชหน้าจอ,module,Magento_Backend
No Data Found,ไม่พบข้อมูล,module,Magento_Backend
We couldn't find any records.,ไม่พบบันทึกใด ๆ,module,Magento_Backend
No records found.,ไม่พบรายการ,module,Magento_Backend
No search modules were registered,ไม่มีการค้นหาโมดูลการค้นหา,module,Magento_Backend
No change,ไม่มีการเปลี่ยนแปลง,module,Magento_Backend
There are no search keywords.,ไม่มีคีย์เวิร์ดในการค้นหา,module,Magento_Backend
Specified cache type(s) don't exist: %1,ไม่มีประเภทแคชที่ระบุ: %1,module,Magento_Backend
Store view doesn't exist,ไม่มีมุมมองร้านค้า,module,Magento_Backend
The store does not exist,ไม่มีร้านค้านี้,module,Magento_Backend
The website does not exist.,ไม่มีเว็บไซต์นี้,module,Magento_Backend
We don't recognize or support this file extension type.,ไม่รู้จักหรือไม่สนับสนุนส่วนขยายไฟล์ประเภทนี้,module,Magento_Backend
Unselect All,ไม่เลือกทั้งหมด,module,Magento_Backend
We could not detect a size.,ไม่สามารถตรวจจับขนาดได้,module,Magento_Backend
The default store cannot be disabled,ไม่สามารถยกเลิกร้านค้าดีฟอลท์ได้,module,Magento_Backend
We can't refresh lifetime statistics.,ไม่สามารถรีเฟรชสถิติอายุการใช้งานได้,module,Magento_Backend
Unable to delete the store view. Please try again later.,ไม่สามารถลบมุมมองการจัดเก็บ กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Backend
This store view cannot be deleted.,ไม่สามารถลบมุมมองร้านนี้ได้,module,Magento_Backend
Unable to delete the store. Please try again later.,ไม่สามารถลบร้านค้าได้ กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Backend
This store cannot be deleted.,ไม่สามารถลบร้านค้านี้ได้,module,Magento_Backend
Unable to delete the website. Please try again later.,ไม่สามารถลบเว็บไซต์ได้ กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Backend
Cancel,ยกเลิก,module,Magento_Backend
Unselect Visible,ยกเลิกการเลือกมองเห็น,module,Magento_Backend
Lifetime Sales,ยอดขายตลอดการใช้งาน,module,Magento_Backend
Amounts,ยอดเงิน,module,Magento_Backend
Back,กลับ,module,Magento_Backend
"Welcome, please sign in",ยินดีต้อนรับ กรุณาลงชื่อเข้าใช้ระบบ,module,Magento_Backend
Current User Identity Verification,ยืนยันตัวตนผู้ใช้ปัจจุบัน,module,Magento_Backend
Password Confirmation,ยืนยันรหัสผ่าน,module,Magento_Backend
Total,รวม,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,รวมธีมจาวาสคริปท์และซีเอสเอสไฟล์เป็นหนึ่งไฟล์,module,Magento_Backend
Merge CSS Files,รวมไฟล์ CSS,module,Magento_Backend
Merge JavaScript Files,รวมไฟล์ JavaScript,module,Magento_Backend
Code,รหัส,module,Magento_Backend
ZIP/Postal Code,รหัสไปรษณีย์,module,Magento_Backend
Password,รหัสผ่าน,module,Magento_Backend
password,รหัสผ่าน,module,Magento_Backend
Your Password,รหัสผ่านของคุณ,module,Magento_Backend
New Password,รหัสผ่านใหม่,module,Magento_Backend
System,ระบบ,module,Magento_Backend
Specify URL or {{base_url}} placeholder.,ระบุ URL หรือ {{base_url}} ตัวยึดตำแหน่ง,module,Magento_Backend
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","ระบุ URL หรือ {{base_url}}, หรือ {{unsecure_base_url}}",module,Magento_Backend
Price,ราคา,module,Magento_Backend
Stores,ร้านค้า,module,Magento_Backend
Store,ร้านค้า,module,Magento_Backend
All Stores,ร้านค้าทั้งหมด,module,Magento_Backend
Default Store,ร้านค้าเริ่มต้น,module,Magento_Backend
Items,รายการ,module,Magento_Backend
records found,รายการที่พบ,module,Magento_Backend
Orders,รายการสั่งซื้อ,module,Magento_Backend
Catalog,รายการสินค้า,module,Magento_Backend
Report an Issue,รายงานปัญหา,module,Magento_Backend
Revenue,รายได้,module,Magento_Backend
Description,รายละเอียด,module,Magento_Backend
Reset,รีเซ็ต,module,Magento_Backend
Reset Filter,รีเซ็ตตัวกรอง,module,Magento_Backend
Reset to Default,รีเซ็ตเป็นค่าเริ่มต้น,module,Magento_Backend
Refresh,รีเฟรช,module,Magento_Backend
%1 cache type(s) refreshed.,รีเฟรชแคช %1 ชนิดแล้ว,module,Magento_Backend
Thumbnail,รูปขนาดย่อ,module,Magento_Backend
Images,รูปภาพ,module,Magento_Backend
"Images (.gif, .jpg, .png)","รูปภาพ (.gif, .jpg, .png)",module,Magento_Backend
Big Image,รูปภาพขนาดใหญ่,module,Magento_Backend
We can't create a backup right now. Please try again later.,เราไม่สามารถสร้างข้อมูลสำรองได้ในขณะนี้ กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Backend
Browse Files...,เรียกดูไฟล์ ...,module,Magento_Backend
Sort Order,ลำดับ,module,Magento_Backend
Sign in,ลงชื่อเข้าใช้,module,Magento_Backend
Minify Html,ลดขนาด html,module,Magento_Backend
Minify JavaScript Files,ลดขนาดไฟล์ JavaScript,module,Magento_Backend
Delete,ลบ,module,Magento_Backend
Delete %1,ลบ %1,module,Magento_Backend
Delete %1 '%2',ลบ %1 '%2',module,Magento_Backend
Delete Store View,ลบมุมมองร้านค้า,module,Magento_Backend
Delete Store,ลบร้านค้า,module,Magento_Backend
Delete Web Site,ลบเว็บไซต์,module,Magento_Backend
Clear,ล้าง,module,Magento_Backend
Flush JavaScript/CSS Cache,ล้างแคช JavaScript / CSS,module,Magento_Backend
Flush Magento Cache,ล้างแคชของ Magento,module,Magento_Backend
Flush Catalog Images Cache,ล้างแคชภาพ,module,Magento_Backend
Flush Static Files Cache,ล้างแคชสถิติ,module,Magento_Backend
Flush Cache Storage,ล้างที่เก็บแคช,module,Magento_Backend
Forgot and Reset Email Sender,ลืมและรีเซ็ตผู้ส่งอีเมล,module,Magento_Backend
Customers,ลูกค้า,module,Magento_Backend
Customer,ลูกค้า,module,Magento_Backend
New Customers,ลูกค้าใหม่,module,Magento_Backend
Select Range:,เลือกช่วง:,module,Magento_Backend
Select All,เลือกทั้งหมด,module,Magento_Backend
Select Visible,เลือกมองเห็น,module,Magento_Backend
selected,เลือกแล้ว,module,Magento_Backend
Date selector,เลือกวันที่,module,Magento_Backend
Please correct the tab configuration and try again.,และแก้ไขอีกครั้ง,module,Magento_Backend
Go Today,วันนี้,module,Magento_Backend
First Day of Week,วันแรกของสัปดาห์,module,Magento_Backend
Weekend Days,วันหยุดสุดสัปดาห์,module,Magento_Backend
Web,เว็บ,module,Magento_Backend
Web Site,เว็บไซต์,module,Magento_Backend
All Websites,เว็บไซต์ทั้งหมด,module,Magento_Backend
This website cannot be deleted.,เว็บไซต์นี้ไม่สามารถลบออกได้,module,Magento_Backend
Time,เวลา,module,Magento_Backend
Store Hours of Operation,เวลาการทำงานของร้านค้า,module,Magento_Backend
ver. %1,เวอร์ชั่น %1,module,Magento_Backend
Currency,สกุลเงิน,module,Magento_Backend
Submit,ส่ง,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,สงวนลิขสิทธิ์ &copy; %1 Magento Commerce Inc. สงวนลิขสิทธิ์,module,Magento_Backend
Export,ส่งออก,module,Magento_Backend
Export to:,ส่งออกไปที่:,module,Magento_Backend
Locale,สถานที่เกิดเหตุ,module,Magento_Backend
Status,สถานะ,module,Magento_Backend
Inventory Stock Status,สถานะสต็อคสินค้าคงคลัง,module,Magento_Backend
Customer Support,สนับสนุนลูกค้า,module,Magento_Backend
Rebuild Flat Catalog Product,สร้างแคตตาล็อกสินค้าแบบแบน,module,Magento_Backend
Create DB Backup,สร้างฐานข้อมูลการสำรองข้อมูล,module,Magento_Backend
Rebuild Catalog Index,สร้างดัชนีแคตตาล็อกใหม่,module,Magento_Backend
Create Store View,สร้างมุมมองร้านค้า,module,Magento_Backend
New Store View,สร้างมุมมองร้านค้าใหม่,module,Magento_Backend
Create Store,สร้างร้านค้า,module,Magento_Backend
New Store,สร้างร้านค้าใหม่,module,Magento_Backend
Create Website,สร้างเว็บไซต์,module,Magento_Backend
New Web Site,สร้างเว็บไซต์ใหม่,module,Magento_Backend
Rebuild,สร้างใหม่,module,Magento_Backend
Package Extensions,ส่วนขยายของแพคเกจ,module,Magento_Backend
Offloader header,ส่วนหัว Offloader,module,Magento_Backend
Average Order,สั่งซื้อโดยเฉลี่ย,module,Magento_Backend
WK,สัปดาห์,module,Magento_Backend
Product,สินค้า,module,Magento_Backend
Bestsellers,สินค้าที่ขายดี,module,Magento_Backend
Most Viewed Products,สินค้าที่ดูมากที่สุด,module,Magento_Backend
"Media (.avi, .flv, .swf)","สื่อ (.avi, .flv, .swf)",module,Magento_Backend
Custom Admin Path,เส้นทางผู้ดูแลระบบที่กำหนดเอง,module,Magento_Backend
previous page,หน้าก่อนหน้า,module,Magento_Backend
Previous page,หน้าก่อนหน้า,module,Magento_Backend
Next page,หน้าต่อไป,module,Magento_Backend
Startup Page,หน้าเริ่มต้น,module,Magento_Backend
Default Pages,หน้าเริ่มต้น,module,Magento_Backend
Home,หน้าหลัก,module,Magento_Backend
Rebuild Flat Catalog Category,หมวดหมู่แคตตาล็อกเรียบเรียงใหม่,module,Magento_Backend
Root Category,หมวดหมู่หลัก,module,Magento_Backend
Store Phone Number,หมายเลขโทรศัพท์ร้าน,module,Magento_Backend
VAT Number,หมายเลขภาษี,module,Magento_Backend
"If you think this is an error, try signing out and signing in again.",หากคุณคิดว่านี่เป็นข้อผิดพลาดให้ลองออกจากระบบและลงชื่อเข้าใช้อีกครั้ง,module,Magento_Backend
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.",หากตำแหน่งเฟสปัจจุบันไม่ครอบคลุมหน้าเว็บสูงสุดของเว็บนี้ / ต้องการยกเลิกการใช้งาน,module,Magento_Backend
Single-Store Mode,โหมดร้านค้าเดี่ยว,module,Magento_Backend
Reload Data,โหลดข้อมูลใหม่,module,Magento_Backend
New,ใหม่,module,Magento_Backend
Elements,องค์ประกอบ,module,Magento_Backend
Allow Symlinks,อนุญาตการเชื่อมโยง,module,Magento_Backend
Allow everything,อนุญาตทุกอย่าง,module,Magento_Backend
Allow Countries,อนุญาตประเทศต่างๆ,module,Magento_Backend
Sign Out,ออกจากระบบ,module,Magento_Backend
Design,ออกแบบ,module,Magento_Backend
Store Design,ออกแบบร้านค้า,module,Magento_Backend
Image Adapter,อะแดปเตอร์ภาพ,module,Magento_Backend
Any,อะไรก็ได้,module,Magento_Backend
Upgrade Insecure Requests,อัปเกรดสิ่งที่ไม่ปลอดภัย,module,Magento_Backend
We updated lifetime statistic.,อัปเดตสถิติอายุการใช้งานแล้ว,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,อาจมีข้อมูลเพิ่มเติมในระบบจัดเก็บ คุณแน่ใจหรือไม่ที่จะฟลัชมัน,module,Magento_Backend
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","อาจว่างหรือเริ่มต้นด้วย {{secure_base_url}}, หรือ {{unsecure_base_url}}",module,Magento_Backend
May be empty or start with {{unsecure_base_url}} placeholder.,อาจว่างหรือเริ่มต้นด้วย {{unsecure_base_url}},module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),อายุการเข้าใช้งานของเซสชันผู้ดูแลระบบต้องน้อยกว่าหรือเท่ากับ 31536000 วินาที (หนึ่งปี),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,อายุการเข้าใช้งานของเซสชันผู้ดูแลระบบต้องมากกว่าหรือเท่ากับ 60 วินาที,module,Magento_Backend
Admin Session Lifetime (seconds),อายุการใช้งานของเซสชันผู้ดูแลระบบ (วินาที),module,Magento_Backend
Email,อีเมล,module,Magento_Backend
Return-Path Email,อีเมลที่กำหนดเอง 1,module,Magento_Backend
Custom Email 1,อีเมลที่กำหนดเอง 1,module,Magento_Backend
Custom Email 2,อีเมลที่กำหนดเอง 2,module,Magento_Backend
User Email,อีเมลผู้ใช้,module,Magento_Backend
Admin User Emails,อีเมลผู้ใช้งานผู้ดูแลระบบ,module,Magento_Backend
Sender Email,อีเมลผู้ส่ง,module,Magento_Backend
Attributes,แอตทริบิวต์,module,Magento_Backend
Host,โฮสต์,module,Magento_Backend
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","เก็บถาวรสามารถ unmessed ด้วย <a href=""%1"">%2 </a> บนระบบโด้ว์โด้ว์",module,Magento_Backup
FTP,FTP,module,Magento_Backup
FTP Host,โฮสต์ FTP,module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.",คุณจะสูญเสียข้อมูลใด ๆ ที่สร้างขึ้นเนื่องจากมีการสำรองข้อมูลรวมถึงผู้ใช้ผู้ดูแลระบบลูกค้าและคำสั่งซื้อ,module,Magento_Backup
Action,กระทำ,module,Magento_Backup
Scheduled Backup Settings,การตั้งค่าการสำรองข้อมูลตามกำหนดการ,module,Magento_Backup
Backups,การสำรองข้อมูล,module,Magento_Backup
System Backup,การสำรองข้อมูลระบบ,module,Magento_Backup
Database Backup,การสำรองฐานข้อมูล,module,Magento_Backup
Database and Media Backup,การสำรองฐานข้อมูลและสื่อ,module,Magento_Backup
"Something went wrong while writing to the backup file ""%1"".","เกิดข้อผิดพลาดขณะเขียนไฟล์สำรอง ""%1""",module,Magento_Backup
We can't connect to the FTP right now.,ขณะนี้เราไม่สามารถเชื่อมต่อกับ FTP ได้,module,Magento_Backup
Size(bytes),ขนาด (ไบต์),module,Magento_Backup
FTP credentials,ข้อมูลรับรอง FTP,module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","ขออภัยเราไม่สามารถอ่านหรือเขียนข้อมูลจากไฟล์สำรอง ""%1"" ได้",module,Magento_Backup
This action cannot be undone.,ขั้นตอนนี้ไม่สามารถย้อนกลับหรือแก้ไขได้,module,Magento_Backup
This may take a few moments.,ขั้นตอนนี้อาจใช้เวลาสักครู่,module,Magento_Backup
FTP Login,เข้าสู่ระบบ FTP,module,Magento_Backup
Frequency,ความถี่,module,Magento_Backup
You deleted the selected backup(s).,คุณได้ลบการสำรองข้อมูลที่เลือกแล้ว,module,Magento_Backup
You created the database and media backup.,คุณได้สร้างฐานข้อมูลและการสำรองข้อมูลสื่อแล้ว,module,Magento_Backup
You need more free space to create a backup.,คุณต้องการพื้นที่ว่างเพิ่มเติมเพื่อสร้างการสำรองข้อมูล,module,Magento_Backup
You need more permissions to create a backup.,คุณต้องการสิทธิ์เพิ่มเติมในการสร้างข้อมูลสำรอง,module,Magento_Backup
You need more permissions to perform a rollback.,คุณต้องมีสิทธิ์เพิ่มเติมในการดำเนินการย้อนกลับ,module,Magento_Backup
You need more permissions to activate maintenance mode right now.,คุณต้องมีสิทธิ์มากขึ้นเพื่อเปิดใช้งานโหมดการบำรุงรักษาในขณะนี้,module,Magento_Backup
Are you sure you want to continue?,คุณแน่ใจหรือไม่ว่าต้องการดำเนินการต่อ,module,Magento_Backup
Are you sure you want to delete the selected backup(s)?,คุณแน่ใจหรือไม่ว่าต้องการลบการสำรองข้อมูลที่เลือก?,module,Magento_Backup
You created the system backup.,คุณสร้างการสำรองข้อมูลระบบแล้ว,module,Magento_Backup
You created the system backup (excluding media).,คุณสร้างการสำรองข้อมูลระบบแล้ว (ไม่รวมสื่อ),module,Magento_Backup
You created the database backup.,คุณสร้างการสำรองฐานข้อมูล,module,Magento_Backup
Tools,เครื่องมือ,module,Magento_Backup
Name,ชื่อ,module,Magento_Backup
Backup Name,ชื่อแบ็กอัพ,module,Magento_Backup
Use FTP Connection,ใช้การเชื่อมต่อ FTP,module,Magento_Backup
Database,ฐานข้อมูล,module,Magento_Backup
Database and Media,ฐานข้อมูลและสื่อ,module,Magento_Backup
Download,ดาวน์โหลด,module,Magento_Backup
Magento root directory,ไดเรกทอรีรากของ Magento,module,Magento_Backup
Be sure your store is in maintenance mode during backup.,ตรวจสอบว่าร้านของคุณอยู่ในโหมดการบำรุงรักษาระหว่างการสำรองข้อมูล,module,Magento_Backup
Type,พิมพ์,module,Magento_Backup
Backup Type,ประเภทการสำรองข้อมูล,module,Magento_Backup
successful,ประสบความสำเร็จ,module,Magento_Backup
Enable Scheduled Backup,เปิดใช้งานการสำรองข้อมูลตามกำหนดเวลา,module,Magento_Backup
Please put your store into maintenance mode during backup.,โปรดเก็บสโตร์ของคุณไว้ในโหมดการบำรุงรักษาระหว่างการสำรองข้อมูล,module,Magento_Backup
Please correct the password.,โปรดแก้ไขรหัสผ่าน,module,Magento_Backup
Please correct the order of creation for a new backup.,โปรดแก้ไขลำดับการสร้างสำหรับการสำรองข้อมูลใหม่,module,Magento_Backup
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","โปรดใช้เฉพาะตัวอักษร (a-z หรือ A-Z), ตัวเลข (0-9) หรือช่องว่างในฟิลด์นี้",module,Magento_Backup
Please put your store into maintenance mode during rollback processing.,โปรดนำร้านค้าของคุณเข้าสู่โหมดการบำรุงรักษาระหว่างการประมวลผลย้อนกลับ,module,Magento_Backup
Please enter the password to confirm rollback.,โปรดป้อนรหัสผ่านเพื่อยืนยันการย้อนกลับ,module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.",เพื่อสร้างการสำรองข้อมูล โปรดยกเลิกการเลือก เก็บไว้ในโหมดการบำรุงรักษา หรืออัปเดตสิทธิ์ของคุณ,module,Magento_Backup
"The backup file ""%1"" does not exist.","ไฟล์สำรองรายการ ""%1"" ไม่มี",module,Magento_Backup
The backup file does not exist.,ไฟล์สำรองรายการนี้ไม่มี,module,Magento_Backup
Something went wrong while putting your store into maintenance mode.,มีบางอย่างผิดพลาดในขณะที่การย้ายร้านของคุณเข้าสู่โหมดการบำรุงรักษา,module,Magento_Backup
The backup file handler was unspecified.,ไม่มีการกำหนด handler ของไฟล์สำรองนี้,module,Magento_Backup
The backup file path was not specified.,ไม่มีการกำหนดเส้นทางไฟล์สำรองนี้,module,Magento_Backup
Exclude,ไม่รวม,module,Magento_Backup
Failed to validate FTP.,ไม่สามารถตรวจสอบความถูกต้องของ FTP,module,Magento_Backup
Failed to rollback.,ไม่สามารถย้อนกลับได้,module,Magento_Backup
Can't load snapshot archive,ไม่สามารถโหลดที่จัดเก็บข้อมูล snapshot,module,Magento_Backup
Exclude media folder from backup,ยกเว้นโฟลเดอร์สื่อจากการสำรองข้อมูล,module,Magento_Backup
Rollback,ย้อนกลับ,module,Magento_Backup
FTP Password,รหัสผ่าน FTP,module,Magento_Backup
User Password,รหัสผ่านผู้ใช้,module,Magento_Backup
System,ระบบ,module,Magento_Backup
System (excluding Media),ระบบ (ไม่รวมสื่อ),module,Magento_Backup
We can't find the backup file.,เราไม่พบไฟล์สำรอง,module,Magento_Backup
We can't save the Cron expression.,เราไม่สามารถบันทึกการแสดงออก Cron ได้,module,Magento_Backup
We can't delete one or more backups.,เราไม่สามารถลบการสำรองข้อมูลอย่างน้อยหนึ่งรายการได้,module,Magento_Backup
We can't create the backup right now.,เราไม่สามารถสร้างข้อมูลสำรองได้ในขณะนี้,module,Magento_Backup
Delete,ลบ,module,Magento_Backup
failed,ล้มเหลว,module,Magento_Backup
Time,เวลา,module,Magento_Backup
Start Time,เวลาเริ่มต้น,module,Magento_Backup
Create Backup,สร้างการสำรองข้อมูล,module,Magento_Backup
Backup,สำรองข้อมูล,module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","หากต้องการดำเนินการยกเลิกให้เสร็จสิ้นโปรดยกเลิกการเลือก ""ใส่สโตร์ในโหมดการบำรุงรักษา"" หรืออัปเดตสิทธิ์ของคุณ",module,Magento_Backup
Maintenance Mode,โหมดการบำรุงรักษา,module,Magento_Backup
Maintenance mode,โหมดการบำรุงรักษา,module,Magento_Backup
-- None --,-- ไม่มี --,module,Magento_Banner
ID,รหัสประจำตัว,module,Magento_Banner
Banner Rotator,rotator แบนเนอร์,module,Magento_Banner
Rule,กฎ,module,Magento_Banner
This rule no longer exists.,กฎนี้ไม่มีอยู่อีกต่อไป,module,Magento_Banner
Related Catalog Price Rules,กฎระเบียบราคาสินค้าที่เกี่ยวข้อง,module,Magento_Banner
This banner no longer exists.,การค้นหานี้ไม่มีอยู่แล้ว,module,Magento_Banner
This banner does not exist.,การค้นหานี้ไม่มีอยู่แล้ว,module,Magento_Banner
Something went wrong while deleting banner data. Please review the action log and try again.,เกิดข้อผิดพลาดขณะลบข้อมูลแบนเนอร์ โปรดตรวจสอบบันทึกการทำงานและลองอีกครั้ง,module,Magento_Banner
Something went wrong while mass-deleting banners. Please review the action log and try again.,เกิดข้อผิดพลาดขณะลบแบนเนอร์จำนวนมาก โปรดตรวจสอบบันทึกการทำงานและลองอีกครั้ง,module,Magento_Banner
Edit Banner,แก้ไขแบนเนอร์,module,Magento_Banner
Error,ข้อผิดพลาด,module,Magento_Banner
Banner Information,ข้อมูลแบนเนอร์,module,Magento_Banner
Right Column,คอลัมน์ขวา,module,Magento_Banner
Left Column,คอลัมน์ทางซ้าย,module,Magento_Banner
Are you sure you want to delete these banners?,คุณแน่ใจหรือไม่ว่าต้องการลบแบนเนอร์เหล่านี้,module,Magento_Banner
You saved the banner.,คุณบันทึกแบนเนอร์แล้ว,module,Magento_Banner
You deleted the banner.,คุณลบแบนเนอร์แล้ว,module,Magento_Banner
You deleted %1 record(s).,คุณลบแล้ว %1 รายการ,module,Magento_Banner
Banner Properties,คุณสมบัติแบนเนอร์,module,Magento_Banner
Manage Banners,จัดการแบนเนอร์,module,Magento_Banner
Restrict by Banner Types,จำกัด โดยประเภทแบนเนอร์,module,Magento_Banner
Banner Name,ชื่อแบนเนอร์,module,Magento_Banner
Use Default,ใช้ค่าเริ่มต้น,module,Magento_Banner
Active,ใช้งาน,module,Magento_Banner
Position,ตำแหน่ง,module,Magento_Banner
Banner Inline Template,เทมเพลตบรรทัดแรกของแบนเนอร์,module,Magento_Banner
Banner Block Template,เทมเพลตบล็อกแบนเนอร์,module,Magento_Banner
Applies To,นำไปใช้กับ,module,Magento_Banner
Content,เนื้อหา,module,Magento_Banner
Store View Specific Content,เนื้อหาเฉพาะของมุมมองร้านค้า,module,Magento_Banner
Default Content,เนื้อหาเริ่มต้น,module,Magento_Banner
Save Banner,บันทึกแบนเนอร์,module,Magento_Banner
Save and Continue Edit,บันทึกและแก้ไขต่อไป,module,Magento_Banner
Banners,แบนเนอร์,module,Magento_Banner
Banner,แบนเนอร์,module,Magento_Banner
Related Banners,แบนเนอร์ที่เกี่ยวข้อง,module,Magento_Banner
Banners to Display,แบนเนอร์ที่จะแสดง,module,Magento_Banner
Specified Banners,แบนเนอร์ที่ระบุ,module,Magento_Banner
Banner Default Content for All Store Views,แบนเนอร์เนื้อหาเริ่มต้นสำหรับมุมมองร้านทั้งหมด,module,Magento_Banner
New Banner,แบนเนอร์ใหม่,module,Magento_Banner
Banner Type,ประเภทแบนเนอร์,module,Magento_Banner
Any Banner Type,ประเภทแบนเนอร์ใดก็ได้,module,Magento_Banner
Specified Banner Types,ประเภทแบนเนอร์ที่ระบุ,module,Magento_Banner
Please enter a name.,โปรดป้อนชื่อ,module,Magento_Banner
Please specify default content for at least one store view.,โปรดระบุเนื้อหาดีฟอลต์สำหรับมุมมองร้านค้าอย่างน้อยหนึ่งรายการ,module,Magento_Banner
Please select a banner(s).,โปรดเลือกแบนเนอร์,module,Magento_Banner
Shopping Cart Promotions Related,โปรโมชั่นที่เกี่ยวข้อง,module,Magento_Banner
Related Promotions,โปรโมชั่นที่เกี่ยวข้อง,module,Magento_Banner
Catalog Promotions Related,โปรโมชั่นที่เกี่ยวข้อง,module,Magento_Banner
Content Area,พื้นที่เนื้อหา,module,Magento_Banner
Add Banner,เพิ่มแบนเนอร์,module,Magento_Banner
No Default Content,ไม่มีเนื้อหาเริ่มต้น,module,Magento_Banner
Specify Banners,ระบุแบนเนอร์,module,Magento_Banner
Specify Types,ระบุประเภท,module,Magento_Banner
Related Cart Price Rules,ระเบียบราคาสินค้าที่เกี่ยวข้อง,module,Magento_Banner
We cannot find a banner to delete.,เราไม่พบแบนเนอร์ที่จะลบ,module,Magento_Banner
We cannot save the banner.,เราไม่สามารถบันทึกแบนเนอร์ได้,module,Magento_Banner
Delete,ลบ,module,Magento_Banner
Delete Banner,ลบแบนเนอร์,module,Magento_Banner
Start Date,วันที่เริ่มต้น,module,Magento_Banner
End Date,วันสุดท้าย,module,Magento_Banner
Status,สถานะ,module,Magento_Banner
Inactive,สถานะไม่ใช้งาน,module,Magento_Banner
Footer,ส่วนท้าย,module,Magento_Banner
Header,ส่วนหัว,module,Magento_Banner
Visibility,แสดง,module,Magento_Banner
Display all instead of rotating,แสดงทั้งหมดแทนการหมุน,module,Magento_Banner
Displays Specified or Promotion Banners,แสดงแบนเนอร์ที่ระบุหรือโปรโมชัน,module,Magento_Banner
"One at the time, Series",หนึ่งในเวลาซีรีส์,module,Magento_Banner
"One at the time, Random",หนึ่งในเวลานั้นแบบสุ่ม,module,Magento_Banner
